代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
113569.SH,科达转债,2025/02/27,139.859,156.45,163.999,152.0,160.164,20.305,14.51819332,356,1.950684931507,1.0273972602739727,1.2487200619365153,-26.6624,108.96560739321,51.19839260678999,46.98582775942965,6.38,15.67398119,140.12539184953,20.03860815047,14.3004832215,-10.1028,7.8658,-20.03860815047,128.59598106389453,6.0,2020/03/09,0.4,上交所,可转债,A-,2.71754,0.5311,私营
123131.SZ,奥飞转债,2025/02/27,225.074,225.074,253.878,218.93,244.6,19.526,8.67536899,87,0.42904109589,2.7643835616438355,0.7358953393295176,-23.1829,103.56749430076,141.03250569924,136.17448858005736,10.07,9.93048659,247.070506454816,-2.470506454816,-0.9999196141,172.1693,7.8223,2.470506454816,238.5598957693456,6.0,2021/12/03,0.5,深交所,可转债,A+,3.53007,0.0001,私营
117222.SZ,24广州数字科技EB,2025/02/27,112.495,120.2,120.2,120.0,120.1,7.605,6.76030046,308,0.253150684932,2.158904109589041,0.2497918401332223,-5.7748,100.95049298433,19.14950701567,18.969206043047727,14.32,6.98324022,105.586592178771,14.513407821229,13.7455026455,41.85,3.0534,-14.513407821229,104.5924482955825,3.0,2024/04/24,0.3,深交所,可交换债券(私募),,30.0,0.2431,地方国有企业
113684.SH,湘泵转债,2025/02/27,243.99,258.8,270.8,245.217,254.722,10.732,4.39854092,333,0.182465753425,0.1123287671232876,0.0785169714433775,-14.2259,99.885177160845,154.836822839155,155.01481525113724,16.59,6.02772755,264.014466546112,-9.292466546112,-3.5196808219,50.231,5.372,9.292466546112,264.3179639367008,6.0,2024/04/01,0.2,上交所,可转债,AA-,1.97025,0.0001,私营
127051.SZ,博杰转债,2025/02/27,153.0,153.0,162.975,151.216,159.493,6.493,4.24379085,103,0.451506849315,0.1561643835616438,0.4370011858638686,-10.3372,100.24308815021,59.24991184979,59.10623160472324,26.82,3.72856078,162.938105891126,-3.445105891126,-2.1143647597,3032.2055,3.9641,3.445105891126,162.54298316006603,6.0,2021/11/17,0.4,深交所,可转债,AA-,3.80404,0.0001,私营
113575.SH,东时转债,2025/02/27,157.092,159.886,175.4,158.9,162.503,5.411,3.44447839,325,1.780821917808,1.1123287671232878,1.230746509295213,-29.9329,107.37062072074,55.13237927926,51.34773265645328,12.15,8.23045267,19.012345679012,143.490654320988,754.7235714286,-11.4063,0.9817,-143.490654320988,17.707214088350263,6.0,2020/04/09,0.4,上交所,可转债,CCC,0.98011,0.0,私营
118046.SH,诺泰转债,2025/02/27,145.697,145.888,151.8,142.3,150.35,4.653,3.19361414,75,0.082191780822,0.1561643835616438,0.0954849643070303,-4.7093,99.789684778426,50.560315221574,50.66687537277888,42.23,2.36798484,130.239166469335,20.110833530665,15.4414636364,25.8844,4.7462,-20.110833530665,130.5136565553036,6.0,2023/12/15,0.2,上交所,可转债,A+,2.19059,0.2037,私营
113565.SH,宏辉转债,2025/02/27,120.025,120.4,126.3,120.2,123.411,3.386,2.82107894,2,0.016438356164,0.9972602739726028,9.723606485645524,-9.2718,106.54795431337,16.86304568663,15.826719335252378,5.85,17.09401709,83.076923076923,40.334076923077,48.5502777778,107.0833,2.443,-40.334076923077,77.97139195425945,6.0,2020/02/26,0.4,上交所,可转债,A+,2.24653,0.6716,私营
123157.SZ,科蓝转债,2025/02/27,142.213,142.333,153.0,142.312,146.0,3.787,2.66290705,182,0.398904109589,3.504109589041096,0.5479452054794521,-5.6281,99.566007101102,46.433992898898,46.63639152642495,16.01,6.24609619,126.545908806996,19.454091193004,15.3731490622,-1067.8984,9.5386,-19.454091193004,127.0975029444516,6.0,2022/08/30,0.3,深交所,可转债,A,2.342592,0.344,私营
123218.SZ,宏昌转债,2025/02/27,129.65,131.35,144.77,129.324,132.28,2.63,2.02853837,202,0.276712328767,0.3013698630136986,0.3220648603419066,-2.0609,98.940758157541,33.339241842459,33.696165729166665,19.64,5.09164969,119.399185336049,12.880814663951,10.7880255864,45.0264,2.4886,-12.880814663951,120.6774513956448,6.0,2023/08/10,0.3,深交所,可转债,A+,3.738835,0.2495,私营
