代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额,隐含波动率,发行人企业性质
113070.SH,渝水转债,2025/02/13,100.0,121.1,126.26,120.24,122.351,22.351,22.351,36,0.019726027397,5.904109589041096,0.1634641318828616,-1.5781,99.653589966474,22.697410033526,22.776309454744165,4.98,20.08032129,94.377510040161,27.973489959839,29.6399957447,23.2012,1.3275,-27.973489959839,94.7055796704484,6.0,2025/01/09,0.2,上交所,可转债,AAA,19.0,0.239,地方国有企业
113608.SH,威派转债,2025/02/13,127.959,129.3,143.118,129.3,139.698,11.739,9.17403231,97,0.637808219178,0.1260273972602739,0.6683693611483271,-9.6291,100.33650872764,39.36149127236,39.22948064617777,6.06,16.50165017,127.062706270627,12.635293729373,9.9441402597,-18.5316,2.3417,-12.635293729373,126.6365631831324,6.0,2020/11/09,0.5,上交所,可转债,A+,4.1966,0.195,私营
404004.NQ,汇车退债,2025/02/13,36.238,0.0,0.0,0.0,38.972,2.734,7.54456648,162,0.882739726027,1.5095890410958903,4.618700605562968,103.2022,100.75964895695,-61.78764895695,-61.32181840306832,0.37,270.27027027,,,,,,,,6.0,2020/08/18,0.2,代办转让,可转债,A,27.101512,0.0001,私营
123118.SZ,惠城转债,2025/02/13,937.07,937.5,1018.0,927.022,1005.0,67.93,7.24919163,222,1.094794520548,2.3945205479452056,0.1791044776119403,-59.3666,106.00414228899,898.99585771101,848.0761584393133,11.25,8.88888889,934.133333333333,70.866666666667,7.5863545532,355.7181,15.6889,-70.866666666667,881.2234250117183,6.0,2021/07/07,0.5,深交所,可转债,A+,1.238956,1.8983,私营
113684.SH,湘泵转债,2025/02/13,183.36,189.0,202.646,177.891,190.058,6.698,3.65292321,319,0.174794520548,0.1506849315068493,0.1052310347367646,-9.0164,99.819844502124,90.238155497876,90.40101790176189,16.59,6.02772755,191.199517781796,-1.141517781796,-0.5970296343,36.3773,3.8904,1.141517781796,191.54459590219815,6.0,2024/04/01,0.2,上交所,可转债,AA-,3.52848,0.0001,私营
123246.SZ,远信转债,2025/02/13,187.8,187.0,201.584,186.36,194.0,6.2,3.30138445,182,0.249315068493,5.504109589041096,0.2577319587628866,-7.8963,83.206342241553,110.793657758447,133.15530375894468,23.25,4.30107527,93.634408602151,100.365591397849,107.1887919155,36.8041,2.5889,-100.365591397849,112.53277824702916,6.0,2024/08/16,0.5,深交所,可转债,A,2.86467,0.0,私营
117224.SZ,24宏博EB,2025/02/13,100.0,103.0,103.0,103.0,103.0,3.0,3.0,228,0.006246575342,0.0602739726027397,0.0066232211730283,0.0097,99.888093356997,3.111906643003,3.1153929746973352,35.5,2.81690141,112.450704225352,-9.450704225352,-8.4043086172,24.8128,4.0456,9.450704225352,112.57668501435562,3.0,2024/06/27,0.01,深交所,可交换债券(私募),,1.850000025,0.0001,私营
127100.SZ,神码转债,2025/02/13,143.399,143.398,154.765,141.774,147.45,4.051,2.82498483,55,0.075342465753,0.1178082191780822,0.0901164546142876,-5.1101,99.900655498447,47.549344501553,47.59662913552372,32.07,3.11817898,150.077954474587,-2.627954474587,-1.7510596302,27.0503,3.4805,2.627954474587,150.2271969345787,6.0,2023/12/21,0.3,深交所,可转债,AA,12.546436,0.0001,私营
123223.SZ,九典转02,2025/02/13,133.667,133.667,141.712,133.657,137.333,3.666,2.74263655,152,0.208219178082,4.586301369863014,0.3640785535887223,-3.2239,93.151805796216,44.181194203784,47.42924071749849,15.33,6.52315721,110.110893672538,27.222106327462,24.72244609,13.9678,3.6246,-27.222106327462,118.20586056423063,6.0,2023/09/15,0.3,深交所,可转债,A+,2.053564,0.4191,私营
123067.SZ,斯莱转债,2025/02/13,145.2,145.502,149.22,143.553,148.767,3.567,2.45661157,150,1.027397260274,0.0986301369863013,0.8517502454651905,-13.9371,101.00833073381,47.75866926619,47.28191122378779,9.51,10.51524711,140.799158780231,7.967841219769,5.6590119492,-408.2715,3.9411,-7.967841219769,139.39361016794035,6.0,2020/09/17,0.4,深交所,可转债,AA-,2.366938,0.0001,中外合资
